url,status,content_type,final_url
https://www.dungeonbooks.com/product/blockhead-by-joseph-d-agnese-hardcover-/JWWFZUSNYSBXSHCXGL54YNPC,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blood-for-the-undying-throne-the-bleeding-empire-vol-2-by-sung-il-kim-translated-by-anton-hur-hardcover-/RLU547YDFJVCK3ZAWVIVE7XQ,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blood-of-amber-book-ii-by-roger-zelazny-vintage-/167,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blood-of-elves-the-witcher-saga-3-by-andrzej-sapkowski-paperback-/865,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blood-island-choose-your-own-nightmare-by-liz-windover-paperback-/V6Z6HTUWPQJT5T7RQKXKE2KG,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blood-of-the-old-kings-the-bleeding-empire-vol-1-by-sung-il-kim-translated-by-anton-hur-hardcover-/347,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blood-over-bright-haven-by-m-l-wang-hardcover-/626,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/bookshops-bonedust-by-travis-baldree-paperback-/404,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/blood-over-bright-haven-by-m-l-wang-paperback-/FL6TCTSR5DIQO5KJYO3RLSZQ,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/bones-of-jade-flesh-like-ice-by-gracie-marsden-hardcover-/G4HESMWZ26GTIYYZSAIT3B33,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/border-riding/456,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/brain-wave-by-poul-anderson-paperback-/117,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/brackish-mothership-sci-fi-horror-rpg-/EQNGBN4XF56OEBLQX75INIEX,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/brigands-breadknives-legends-lattes-by-travis-baldree-hardcover-/IVB6NMKDIWXBZPOUWI3ID4EK,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/bride-by-ali-hazelwood-paperback-/WAL2LUTIBWH5LVRODGFX6DSK,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/brindlewood-bay-a-dark-cozy-mystery/FUDNL3L5AVIM3J4LDZVAEELN,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/broken-wish-by-julie-c-dao-hardcover-/IBVJRRF56G5NHXA4NNZDF7S4,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/broken-dove-silver-elite-book-2-by-dani-francis-hardcover-/RFSCY4EQJUXIAB2E36A4XFYJ,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/brooklyn-mermaid-choose-your-own-adventure-by-c-e-simpson-paperback-/X6WF4ZZISLIHGHUOFOW43QPX,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/bookshops-bonedust-deluxe-edition-by-travis-baldree-hardcover-/74MKSTPZOZUPV4UENI6LWETT,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/brown-velvet-dice-bag/SWYFC3SPMOELLBZZ63RVK7FT,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/bull-moon-rising-by-ruby-dixon-paperback-/RXCLYPR7SYTI4R4QNQCYBPB2,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/burn-the-sea-by-mona-tewari-paperback-/6BLH3723VWADJVHV3XMDOEPG,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/bury-our-bones-in-the-midnight-soil-by-v-e-schwab/1003,200,text/html; charset=utf-8,
https://www.dungeonbooks.com/product/by-the-horns-royal-artifactual-guild-book-2-by-ruby-dixon-hardcover-/6C42J5CBDRO2YN5CA6NVNJ3V,200,text/html; charset=utf-8,
